date,rank,title,author,description
2013-06-02,20,FRENCH SILK,Sandra Brown,The ordeal of a New Orleans woman suspected of killing a television evangelist.
2013-08-04,1,THE CUCKOO'S CALLING,Robert Galbraith,"The struggling detective Cormoran Strike investigates a supermodel’s suicide; by J.K. Rowling, writing pseudonymously."
2013-08-04,2,THE ENGLISH GIRL,Daniel Silva,"Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, steps in to help the British prime minister, whose lover has been kidnapped. "
2013-08-04,3,FIRST SIGHT,Danielle Steel,A talented American designer whose troubled past has soured her on relationships falls in love with a French doctor.
2013-08-04,4,INFERNO,Dan Brown,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist."
2013-08-04,5,HUNTING EVE,Iris Johansen," In the second book of a trilogy, the forensic sculptor Eve Duncan struggles to elude a kidnapper in the Colorado wilderness."
2013-08-04,6,SECOND HONEYMOON,James Patterson and Howard Roughan,The F.B.I. agent John O’Hara investigates the murder of a pair of newlyweds.
2013-08-04,7,HIDDEN ORDER,Brad Thor,The counterterrorism operative Scot Harvath uncovers a plot with roots in the 18th century. 
2013-08-04,8,AND THE MOUNTAINS ECHOED,Khaled Hosseini,A multigenerational family saga centers on a brother and sister born in Afghanistan.
2013-08-04,9,PULSE,Gail McHugh," In a sequel to “Collide,” Emily Cooper risks everything on her romance with the playboy Gavin Blake."
2013-08-04,10,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2013-08-04,11,ALPHA BAD BOYS,Shayla Black and others,Seven books by seven authors about bad boys and the women who love them.
2013-08-04,12,BOMBSHELL,Catherine Coulter,The F.B.I. special agent Griffin Hammersmith accepts Dillon Savich’s invitation to join him and Lacey Sherlock. 
2013-08-04,13,LOST AND FOUND IN CEDAR COVE,Debbie Macomber,"In this short story, Jo Marie Rose readies her bed-and-breakfast for spring."
2013-08-04,14,THE OCEAN AT THE END OF THE LANE,Neil Gaiman,A middle-aged man recalls his lonely boyhood and his friendship with a remarkable girl. 
2013-08-04,15,ENDER'S GAME,Orson Scott Card,Government agencies breed child geniuses and train them as soldiers. Originally published in 1985.
2013-08-04,16,ENTWINED WITH YOU,Sylvia Day,Eva and Gideon face the demons of their pasts and accept the consequences of their obsessive desires; a Crossfire novel.
2013-08-04,17,FRIGID,J Lynn,"Sydney and Kyler, childhood friends, must confront their feelings for each other when they are stranded during a storm at a ski resort where they are being stalked."
2013-08-04,18,THE BILLIONAIRE'S OBSESSION,J S Scott,"A set of all the books in this series, about a down-on-her luck nursing student rescued by a reclusive billionaire."
2013-08-04,19,DEADLY STAKES,J A Jance,"Ali Reynolds, a former reporter investigating the murder of a gold-digging divorcee is intrigued by the  teenager who discovered the body in the desert."
2013-08-04,20,THE WITNESS,Sandra Brown,A public defender who seems happy in her work and her marriage is plunged into a morass of bigotry and hate.
2013-08-04,1,THE CUCKOO'S CALLING,Robert Galbraith,"The struggling detective Cormoran Strike investigates a supermodel’s suicide; by J.K. Rowling, writing pseudonymously."
2013-08-04,2,THE ENGLISH GIRL,Daniel Silva,"Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, steps in to help the British prime minister, whose lover has been kidnapped. "
2013-08-04,3,FIRST SIGHT,Danielle Steel,A talented American designer whose troubled past has soured her on relationships falls in love with a French doctor.
2013-08-04,4,INFERNO,Dan Brown,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist."
2013-08-04,5,HUNTING EVE,Iris Johansen," In the second book of a trilogy, the forensic sculptor Eve Duncan struggles to elude a kidnapper in the Colorado wilderness."
2013-08-04,6,SECOND HONEYMOON,James Patterson and Howard Roughan,The F.B.I. agent John O’Hara investigates the murder of a pair of newlyweds.
2013-08-04,7,HIDDEN ORDER,Brad Thor,The counterterrorism operative Scot Harvath uncovers a plot with roots in the 18th century. 
2013-08-04,8,AND THE MOUNTAINS ECHOED,Khaled Hosseini,A multigenerational family saga centers on a brother and sister born in Afghanistan.
2013-08-04,9,PULSE,Gail McHugh," In a sequel to “Collide,” Emily Cooper risks everything on her romance with the playboy Gavin Blake."
2013-08-04,10,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2013-08-04,11,ALPHA BAD BOYS,Shayla Black and others,Seven books by seven authors about bad boys and the women who love them.
2013-08-04,12,BOMBSHELL,Catherine Coulter,The F.B.I. special agent Griffin Hammersmith accepts Dillon Savich’s invitation to join him and Lacey Sherlock. 
2013-08-04,13,LOST AND FOUND IN CEDAR COVE,Debbie Macomber,"In this short story, Jo Marie Rose readies her bed-and-breakfast for spring."
2013-08-04,14,THE OCEAN AT THE END OF THE LANE,Neil Gaiman,A middle-aged man recalls his lonely boyhood and his friendship with a remarkable girl. 
2013-08-04,15,ENDER'S GAME,Orson Scott Card,Government agencies breed child geniuses and train them as soldiers. Originally published in 1985.
2013-08-04,16,ENTWINED WITH YOU,Sylvia Day,Eva and Gideon face the demons of their pasts and accept the consequences of their obsessive desires; a Crossfire novel.
2013-08-04,17,FRIGID,J Lynn,"Sydney and Kyler, childhood friends, must confront their feelings for each other when they are stranded during a storm at a ski resort where they are being stalked."
2013-08-04,18,THE BILLIONAIRE'S OBSESSION,J S Scott,"A set of all the books in this series, about a down-on-her luck nursing student rescued by a reclusive billionaire."
2013-08-04,19,DEADLY STAKES,J A Jance,"Ali Reynolds, a former reporter investigating the murder of a gold-digging divorcee is intrigued by the  teenager who discovered the body in the desert."
2013-08-04,20,THE WITNESS,Sandra Brown,A public defender who seems happy in her work and her marriage is plunged into a morass of bigotry and hate.
2013-08-04,1,THE CUCKOO'S CALLING,Robert Galbraith,"The struggling detective Cormoran Strike investigates a supermodel’s suicide; by J.K. Rowling, writing pseudonymously."
2013-08-04,2,THE ENGLISH GIRL,Daniel Silva,"Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, steps in to help the British prime minister, whose lover has been kidnapped. "
2013-08-04,3,FIRST SIGHT,Danielle Steel,A talented American designer whose troubled past has soured her on relationships falls in love with a French doctor.
2013-08-04,4,INFERNO,Dan Brown,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist."
2013-08-04,5,HUNTING EVE,Iris Johansen," In the second book of a trilogy, the forensic sculptor Eve Duncan struggles to elude a kidnapper in the Colorado wilderness."
2013-08-04,6,SECOND HONEYMOON,James Patterson and Howard Roughan,The F.B.I. agent John O’Hara investigates the murder of a pair of newlyweds.
2013-08-04,7,HIDDEN ORDER,Brad Thor,The counterterrorism operative Scot Harvath uncovers a plot with roots in the 18th century. 
2013-08-04,8,AND THE MOUNTAINS ECHOED,Khaled Hosseini,A multigenerational family saga centers on a brother and sister born in Afghanistan.
2013-08-04,9,PULSE,Gail McHugh," In a sequel to “Collide,” Emily Cooper risks everything on her romance with the playboy Gavin Blake."
2013-08-04,10,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2013-08-04,11,ALPHA BAD BOYS,Shayla Black and others,Seven books by seven authors about bad boys and the women who love them.
2013-08-04,12,BOMBSHELL,Catherine Coulter,The F.B.I. special agent Griffin Hammersmith accepts Dillon Savich’s invitation to join him and Lacey Sherlock. 
2013-08-04,13,LOST AND FOUND IN CEDAR COVE,Debbie Macomber,"In this short story, Jo Marie Rose readies her bed-and-breakfast for spring."
2013-08-04,14,THE OCEAN AT THE END OF THE LANE,Neil Gaiman,A middle-aged man recalls his lonely boyhood and his friendship with a remarkable girl. 
2013-08-04,15,ENDER'S GAME,Orson Scott Card,Government agencies breed child geniuses and train them as soldiers. Originally published in 1985.
2013-08-04,16,ENTWINED WITH YOU,Sylvia Day,Eva and Gideon face the demons of their pasts and accept the consequences of their obsessive desires; a Crossfire novel.
2013-08-04,17,FRIGID,J Lynn,"Sydney and Kyler, childhood friends, must confront their feelings for each other when they are stranded during a storm at a ski resort where they are being stalked."
2013-08-04,18,THE BILLIONAIRE'S OBSESSION,J S Scott,"A set of all the books in this series, about a down-on-her luck nursing student rescued by a reclusive billionaire."
2013-08-04,19,DEADLY STAKES,J A Jance,"Ali Reynolds, a former reporter investigating the murder of a gold-digging divorcee is intrigued by the  teenager who discovered the body in the desert."
2013-08-04,20,THE WITNESS,Sandra Brown,A public defender who seems happy in her work and her marriage is plunged into a morass of bigotry and hate.
2013-10-06,1,THE LONGEST RIDE,Nicholas Sparks,The lives of two couples converge unexpectedly.
2013-10-06,2,THANKLESS IN DEATH,J D Robb,"Lt. Eve Dallas searches for a young man who murdered his parents; by Nora Roberts, writing pseudonymously."
2013-10-06,3,THE FINAL CUT,Catherine Coulter and JT Ellison,A Scotland Yard chief inspector teams up with two special agents from the F.B.I. to hunt for an international jewel thief.
2013-10-06,4,THE QUEST,Nelson DeMille,"An elderly priest, recently escaped from an Ethiopian jail, is joined by two journalists in a search for a holy relic."
2013-10-06,5,NEVER GO BACK,Lee Child,Jack Reacher is thrown into jail on trumped-up charges and must clear his name.
2013-10-06,6,THE HUSBAND'S SECRET,Liane Moriarty,A woman’s life is upended when she discovers a letter from her husband she was not meant to read until after his death.
2013-10-06,7,W IS FOR WASTED,Sue Grafton,"A homeless man inexplicably leaves $600,000 to Kinsey Millhone."
2013-10-06,8,DEADLY HEAT,Richard Castle,The N.Y.P.D. homicide detective Nikki Heat and the journalist Jameson Rook search for the former C.I.A. station chief who ordered her mother’s execution.
2013-10-06,9,THE RACKETEER,John Grisham,An imprisoned ex-lawyer schemes to exchange information about who murdered a judge for his freedom.
2013-10-06,10,OUT OF LINE,Jen McLaughlin,"A young woman meets a Marine at her first college party, and her life is turned upside down."
2013-10-06,11,THE CUCKOO'S CALLING,Robert Galbraith,"A detective investigates a supermodel’s suicide; by J.K. Rowling, writing pseudonymously."
2013-10-06,12,FIFTY SHADES OF GREY,E L James,An innocent college student falls in love with a tortured man with particular sexual tastes; the first of a trilogy.
2013-10-06,13,BLEEDING EDGE,Thomas Pynchon,"In 2001, a fraud investigator and Upper West Side mom looks into a suspicious computer security company."
2013-10-06,14,INFERNO,Dan Brown,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist."
2013-10-06,15,GONE GIRL,Gillian Flynn,A woman disappears on the day of her fifth anniversary; is her husband a killer?
2013-10-06,16,FIFTY SHADES DARKER,E L James,"Daunted by Christian’s dark secrets, Anastasia ends their relationship — but desire still dominates her every thought."
2013-10-06,17,ENDER'S GAME,Orson Scott Card,"To develop a secure defense against a hostile alien race's next attack, government agencies breed child geniuses and train them as soldiers."
2013-10-06,18,FIFTY SHADES FREED,E L James,"Reunited, Anastasia and Christian face a world of possibilities, and unexpected challenges; the final volume in a trilogy."
2013-10-06,19,AND THE MOUNTAINS ECHOED,Khaled Hosseini,"A multigenerational family saga, by the author of “The Kite Runner,” centering on a brother and sister from a remote, impoverished village in Afghanistan."
2013-10-06,20,THE MAYAN SECRETS,Clive Cussler and Thomas Perry,In Mexico the treasure hunters Sam and Remi Fargo discover a Mayan codex.
2013-10-06,1,THE LONGEST RIDE,Nicholas Sparks,The lives of two couples converge unexpectedly.
2013-10-06,2,THANKLESS IN DEATH,J D Robb,"Lt. Eve Dallas searches for a young man who murdered his parents; by Nora Roberts, writing pseudonymously."
